id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;is_city;country;is_main_station;time_zone;is_suggestable;sncf_id;sncf_tvs_id;sncf_is_enabled;idtgv_id;idtgv_is_enabled;db_id;db_is_enabled;busbud_id;busbud_is_enabled;ouigo_id;ouigo_is_enabled;trenitalia_id;trenitalia_is_enabled;trenitalia_rtvt_id;ntv_rtiv_id;ntv_id;ntv_is_enabled;hkx_id;hkx_is_enabled;renfe_id;renfe_is_enabled;atoc_id;atoc_is_enabled;benerail_id;benerail_is_enabled;sncf_self_service_machine;same_as;info:de;info:en;info:es;info:fr;info:it;info:nl;info:cs;info:da;info:hu;info:ja;info:ko;info:pl;info:pt;info:ru;info:sv;info:tr;info:zh
13357;Schieder;schieder;8013448;;51.922404;9.152475;;f;DE;f;Europe/Berlin;t;;;f;;f;8005340;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13358;Usch-Zendscheid;usch-zendscheid;8025350;;50.102654;6.602945;;f;DE;f;Europe/Berlin;t;;;f;;f;8005342;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13359;Schierbrok;schierbrok;8013829;;53.084709;8.579008;;f;DE;f;Europe/Berlin;t;;;f;;f;8005343;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13360;Schifferstadt Süd;schifferstadt-sud;8019723;;49.374088;8.377317;;f;DE;f;Europe/Berlin;t;;;f;;f;8005345;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13361;Schiffweiler;schiffweiler;8025438;;49.363372;7.129335;;f;DE;f;Europe/Berlin;t;;;f;;f;8005346;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13362;Schiltach Mitte;schiltach-mitte;8014250;;48.291283;8.344767;;f;DE;f;Europe/Berlin;t;;;f;;f;8005347;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13363;Cheb (Gr);cheb-gr;8026075;;50.086977;12.253501;;f;DE;f;Europe/Berlin;f;;;f;;f;8005353;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13364;Schladern (Sieg);schladern-sieg;8015595;;50.807004;7.592262;;f;DE;f;Europe/Berlin;t;;;f;;f;8005356;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13365;Schliengen;schliengen;8014417;;47.761594;7.568935;;f;DE;f;Europe/Berlin;t;;;f;;f;8005364;t;;f;;f;;f;;;;f;;f;;f;;f;DESCL;f;f;;;;;;;;;;;;;;;;;;
13366;Schlierbach (Schwalm-Eder-Kr.);schlierbach-schwalm-eder-kr;8005378;;50.968783;9.201448;;f;DE;f;Europe/Berlin;t;;;f;;f;8005365;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13367;Heidelberg-Schlierbach/Ziegelhausen;heidelberg-schlierbach-ziegelhausen;8014113;;49.415312;8.760563;;f;DE;f;Europe/Berlin;t;;;f;;f;8005366;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13368;Schliersee;schliersee;8053418;;47.735579;11.859585;;f;DE;f;Europe/Berlin;t;;;f;;f;8005367;t;;f;;f;;f;;;;f;;f;;f;;f;DESLS;f;f;;;;;;;;;;;;;;;;;;
13369;Schloß Holte;schloss-holte;8021494;;51.908632;8.610776;;f;DE;f;Europe/Berlin;t;;;f;;f;8005369;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13370;Paderborn-Schloss Neuhaus;paderborn-schloss-neuhaus;8010354;;51.749217;8.720831;;f;DE;f;Europe/Berlin;t;;;f;;f;8005370;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13371;Schmalnau;schmalnau;8005854;;50.455876;9.788434;;f;DE;f;Europe/Berlin;t;;;f;;f;8005374;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13372;Schmidtheim;schmidtheim;8015632;;50.413241;6.552084;;f;DE;f;Europe/Berlin;t;;;f;;f;8005378;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13373;Schmiechen;schmiechen;8029235;;48.362352;9.720377;;f;DE;f;Europe/Berlin;t;;;f;;f;8005379;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13374;Schmiechen (Schwab);schmiechen-schwab;8002151;;48.21305;10.978085;;f;DE;f;Europe/Berlin;t;;;f;;f;8005381;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13375;Schnaittach Markt;schnaittach-markt;8022315;;49.556973;11.34444;;f;DE;f;Europe/Berlin;t;;;f;;f;8005383;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13376;Schneeberg im Odenwald;schneeberg-im-odenwald;8022646;;49.641094;9.250799;;f;DE;f;Europe/Berlin;t;;;f;;f;8005386;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13377;Schnelldorf;schnelldorf;8022744;;49.194079;10.176921;;f;DE;f;Europe/Berlin;t;;;f;;f;8005388;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13378;Landsberg (L) Schule;landsberg-l-schule;8002201;;48.054174;10.869639;;f;DE;f;Europe/Berlin;t;;;f;;f;8005389;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13379;Schneverdingen;schneverdingen;8001221;;53.110571;9.798871;;f;DE;f;Europe/Berlin;t;;;f;;f;8005390;t;;f;;f;;f;;;;f;;f;;f;;f;DESVD;f;f;;;;;;;;;;;;;;;;;;
13380;Schoden-Ockfen;schoden-ockfen;8025357;;49.636375;6.580966;;f;DE;f;Europe/Berlin;t;;;f;;f;8005392;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13381;Hesseneck Schöllenbach;hesseneck-schollenbach;8011432;;49.565926;9.067455;;f;DE;f;Europe/Berlin;t;;;f;;f;8005393;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13382;Schönewörde;schoneworde;8013169;;52.628111;10.635101;;f;DE;f;Europe/Berlin;t;;;f;;f;8005405;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13383;Schöngeising;schongeising;8020358;;48.147276;11.191606;;f;DE;f;Europe/Berlin;t;;;f;;f;8005406;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13384;Schönwald (Oberfr);schonwald-oberfr;8026040;;50.199055;12.096649;;f;DE;f;Europe/Berlin;t;;;f;;f;8005412;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13385;Schöppenstedt;schoppenstedt;8013279;;52.140689;10.772043;;f;DE;f;Europe/Berlin;t;;;f;;f;8005413;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;Шёппенштедт;;;舍彭斯特
13386;Schötmar;schotmar;8013466;;52.069386;8.755241;;f;DE;f;Europe/Berlin;t;;;f;;f;8005415;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13387;Schongau;schongau;8002196;;47.812329;10.902459;;f;DE;f;Europe/Berlin;t;;;f;;f;8005418;t;;f;;f;;f;;;;f;;f;;f;;f;DESGU;f;f;;;;;;;;;;;;;;;;;;
13388;München Heimeranplatz;munchen-heimeranplatz;8020617;;48.132965;11.531497;;f;DE;f;Europe/Berlin;t;;;f;;f;8005419;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13389;Schopfheim;schopfheim;8014447;;47.64797;7.822673;;f;DE;f;Europe/Berlin;t;;;f;;f;8005420;t;;f;;f;;f;;;;f;;f;;f;;f;DESHM;f;f;;;;;;;;;;;;;;;;;;
13390;Schopfloch (b Freudenstadt);schopfloch-b-freudenstadt;8029489;;48.453709;8.547752;;f;DE;f;Europe/Berlin;t;;;f;;f;8005421;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13391;Schopp;schopp;8019742;;49.35904;7.68744;;f;DE;f;Europe/Berlin;t;;;f;;f;8005423;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13392;Schopfheim West;schopfheim-west;8083840;;47.645543;7.80171;;f;DE;f;Europe/Berlin;t;;;f;;f;8005425;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13393;Schrezheim;schrezheim;8029694;;48.95146;10.117628;;f;DE;f;Europe/Berlin;t;;;f;;f;8005431;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13394;Schrobenhausen;schrobenhausen;8002132;;48.565265;11.25924;;f;DE;f;Europe/Berlin;t;;;f;;f;8005432;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13395;Schwabach-Limbach;schwabach-limbach;8022375;;49.33823;11.044425;;f;DE;f;Europe/Berlin;t;;;f;;f;8005440;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13396;Schwabhausen (b Dachau);schwabhausen-b-dachau;8020458;;48.300722;11.364792;;f;DE;f;Europe/Berlin;t;;;f;;f;8005442;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13397;Schwabsberg;schwabsberg;8029695;;48.924888;10.138789;;f;DE;f;Europe/Berlin;t;;;f;;f;8005445;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13398;Schwaig;schwaig;8022332;;49.471495;11.200442;;f;DE;f;Europe/Berlin;t;;;f;;f;8005451;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13399;Schwaigern (Württ);schwaigern-wurtt;8029650;;49.138363;9.056443;;f;DE;f;Europe/Berlin;t;;;f;;f;8005453;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13400;Schwaikheim;schwaikheim;8029573;;48.868328;9.354588;;f;DE;f;Europe/Berlin;t;;;f;;f;8005454;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13401;Schwalbach (Taunus) Limes;schwalbach-taunus-limes;8011132;;50.154351;8.527967;;f;DE;f;Europe/Berlin;t;;;f;;f;8005455;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13402;Schwalbach (Taunus) Nord;schwalbach-taunus-nord;8072537;;50.159862;8.534781;;f;DE;f;Europe/Berlin;t;;;f;;f;8005456;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13403;Schwarmstedt;schwarmstedt;8013680;;52.678882;9.62475;;f;DE;f;Europe/Berlin;t;;;f;;f;8005457;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13404;Schwarzenbach (b Pressath);schwarzenbach-b-pressath;8026139;;49.724703;11.992904;;f;DE;f;Europe/Berlin;t;;;f;;f;8005465;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13405;Schwarzenbek;schwarzenbek;8001057;;53.503732;10.484739;;f;DE;f;Europe/Berlin;t;;;f;;f;8005468;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13406;Schweich (DB);schweich-db;8025140;;49.831063;6.740336;;f;DE;f;Europe/Berlin;t;;;f;;f;8005476;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13407;Schweinfurt Mitte;schweinfurt-mitte;8085072;;50.04071;10.22985;;f;DE;f;Europe/Berlin;t;;;f;;f;8005479;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;Швайнфурт;;;施韦因富特
13408;Schweinsdorf;schweinsdorf;8022697;;49.400687;10.227018;;f;DE;f;Europe/Berlin;t;;;f;;f;8005485;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13409;Schwelm West;schwelm-west;8008337;;51.285644;7.269621;;f;DE;f;Europe/Berlin;t;;;f;;f;8005488;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13410;Schwenningen (Bay);schwenningen-bay;8002074;;48.656461;10.642895;;f;DE;f;Europe/Berlin;t;;;f;;f;8005489;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13411;Schwenningen (Neckar);schwenningen-neckar;8029436;;48.059766;8.535859;;f;DE;f;Europe/Berlin;t;;;f;;f;8005490;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13412;Schwindegg;schwindegg;8020049;;48.273197;12.249699;;f;DE;f;Europe/Berlin;t;;;f;;f;8005495;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13413;Schwörstadt;schworstadt;8014464;;47.59061;7.868743;;f;DE;f;Europe/Berlin;t;;;f;;f;8005497;t;;f;;f;;f;;;;f;;f;;f;;f;DESWS;f;f;;;;;;;;;;;;;;;;;;
13414;Sechshelden;sechshelden;8011580;;50.748889;8.252663;;f;DE;f;Europe/Berlin;t;;;f;;f;8005498;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13415;Sechtem;sechtem;8015483;;50.795714;6.957453;;f;DE;f;Europe/Berlin;t;;;f;;f;8005499;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13416;Seefeld-Hechendorf;seefeld-hechendorf;8020341;;48.040808;11.197835;;f;DE;f;Europe/Berlin;t;;;f;;f;8005504;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13417;Seeleiten-Berggeist;seeleiten-berggeist;8020523;;47.670982;11.165833;;f;DE;f;Europe/Berlin;t;;;f;;f;8005506;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13418;Seelze;seelze;8013560;;52.391676;9.594312;;f;DE;f;Europe/Berlin;t;;;f;;f;8005507;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13419;Seeshaupt;seeshaupt;8020312;;47.822783;11.287026;;f;DE;f;Europe/Berlin;t;;;f;;f;8005508;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13420;Sehlem (Kr Wittlich);sehlem-kr-wittlich;8025137;;49.906959;6.823423;;f;DE;f;Europe/Berlin;t;;;f;;f;8005510;t;;f;;f;;f;;;;f;;f;;f;;f;DESEH;f;f;;;;;;;;;;;;;;;;;;
13421;Sehnde;sehnde;8013496;;52.318289;9.962475;;f;DE;f;Europe/Berlin;t;;;f;;f;8005511;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13422;Seiboldsdorf;seiboldsdorf;8020118;;47.852969;12.63699;;f;DE;f;Europe/Berlin;t;;;f;;f;8005512;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13423;Selb Nord;selb-nord;8026043;;50.178919;12.134601;;f;DE;f;Europe/Berlin;t;;;f;;f;8005516;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13424;Selb Stadt;selb-stadt;8026044;;50.174217;12.126304;;f;DE;f;Europe/Berlin;t;;;f;;f;8005517;t;;f;;f;;f;;;;f;;f;;f;;f;DESST;f;f;;;;;;;;;;;;;;;;;;
13425;Selb-Plößberg;selb-plossberg;8026041;;50.188951;12.119886;;f;DE;f;Europe/Berlin;t;;;f;;f;8005518;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13426;Seligenstadt (Hess);seligenstadt-hess;8011367;;50.041456;8.967468;;f;DE;f;Europe/Berlin;t;;;f;;f;8005522;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13427;Seligenstadt (b Würzburg);seligenstadt-b-wurzburg;8022477;;49.854255;10.102455;;f;DE;f;Europe/Berlin;t;;;f;;f;8005523;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13428;Selm;selm;8021112;;51.708038;7.453145;;f;DE;f;Europe/Berlin;t;;;f;;f;8005525;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13429;Selm-Beifang;selm-beifang;8021120;;51.692945;7.454835;;f;DE;f;Europe/Berlin;t;;;f;;f;8005526;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13430;Sennelager;sennelager;8021701;;51.770072;8.713909;;f;DE;f;Europe/Berlin;t;;;f;;f;8005534;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13431;Sennestadt;sennestadt;8021493;;51.94076;8.566746;;f;DE;f;Europe/Berlin;t;;;f;;f;8005535;t;;f;;f;;f;;;;f;;f;;f;;f;DESNT;f;f;;;;;;;;;;;;;;;;;;
13432;Sennfeld;sennfeld;8029646;;49.378762;9.380522;;f;DE;f;Europe/Berlin;t;;;f;;f;8005536;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13433;Serrig;serrig;8025355;;49.577136;6.569982;;f;DE;f;Europe/Berlin;t;;;f;;f;8005539;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13434;Sersheim;sersheim;8029010;;48.958867;9.018589;;f;DE;f;Europe/Berlin;t;;;f;;f;8005540;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13435;Seubersdorf;seubersdorf;8026305;;49.16765;11.628122;;f;DE;f;Europe/Berlin;t;;;f;;f;8005543;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13436;Seulberg;seulberg;8011138;;50.241906;8.646004;;f;DE;f;Europe/Berlin;t;;;f;;f;8005544;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13437;Seulbitz;seulbitz;8026027;;50.209824;11.868772;;f;DE;f;Europe/Berlin;t;;;f;;f;8005545;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13438;Seybothenreuth;seybothenreuth;8026150;;49.894419;11.705546;;f;DE;f;Europe/Berlin;t;;;f;;f;8005547;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13439;Siebeldingen-Birkweiler;siebeldingen-birkweiler;8019744;;49.20927;8.042567;;f;DE;f;Europe/Berlin;t;;;f;;f;8005551;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13440;Siegelsdorf;siegelsdorf;8022486;;49.506346;10.875518;;f;DE;f;Europe/Berlin;t;;;f;;f;8005557;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13441;Siegsdorf;siegsdorf;8020119;;47.82183;12.646006;;f;DE;f;Europe/Berlin;t;;;f;;f;8005559;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13442;Singen Landesgartenschau;singen-landesgartenschau;8063365;;47.76074;8.827047;;f;DE;f;Europe/Berlin;t;;;f;;f;8005560;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13443;Siersburg;siersburg;8025340;;49.361691;6.665357;;f;DE;f;Europe/Berlin;t;;;f;;f;8005562;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13444;Siglingen;siglingen;8029642;;49.297437;9.305336;;f;DE;f;Europe/Berlin;t;;;f;;f;8005566;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13445;Sigmaringendorf;sigmaringendorf;8029253;;48.068899;9.260938;;f;DE;f;Europe/Berlin;t;;;f;;f;8005568;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13446;Simmelsdorf-Hüttenbach;simmelsdorf-huttenbach;8022317;;49.598458;11.341671;;f;DE;f;Europe/Berlin;t;;;f;;f;8005572;t;;f;;f;;f;;;;f;;f;;f;;f;DESHB;f;f;;;;;;;;;;;;;;;;;;
13447;Simtshausen;simtshausen;8005315;;50.936979;8.704911;;f;DE;f;Europe/Berlin;t;;;f;;f;8005573;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13448;Sindelfingen;sindelfingen;8029455;;48.703888;8.999074;;f;DE;f;Europe/Berlin;t;;;f;;f;8005574;t;;f;;f;;f;;;;f;;f;;f;;f;DESFN;f;f;;;;;;;;;;;ジンデルフィンゲン;;;;Зиндельфинген;;;辛德尔芬根
13449;Sindorf;sindorf;8015328;;50.90371;6.681106;;f;DE;f;Europe/Berlin;t;;;f;;f;8005575;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13450;Singlis;singlis;8005375;;51.058603;9.323773;;f;DE;f;Europe/Berlin;t;;;f;;f;8005576;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13451;Sinn;sinn;8011570;;50.649828;8.324928;;f;DE;f;Europe/Berlin;t;;;f;;f;8005577;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13452;Sinzig (Rhein);sinzig-rhein;8019005;;50.546982;7.258277;;f;DE;f;Europe/Berlin;t;;;f;;f;8005580;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13453;Sinzing;sinzing;8026310;;48.990797;12.037652;;f;DE;f;Europe/Berlin;t;;;f;;f;8005581;t;;f;;f;;f;;;;f;;f;;f;;f;DESXG;f;f;;;;;;;;;;;;;;;;;;
13454;Sipplingen;sipplingen;8014599;;47.795429;9.095474;;f;DE;f;Europe/Berlin;t;;;f;;f;8005582;t;;f;;f;;f;;;;f;;f;;f;;f;DESIP;f;f;;;;;;;;;;;;;;;;;;
13455;Söllingen (b Karlsr);sollingen-b-karlsr;8014107;;48.987749;8.543545;;f;DE;f;Europe/Berlin;t;;;f;;f;8005585;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13456;Sörup;sorup;8001399;;54.716431;9.670235;;f;DE;f;Europe/Berlin;t;;;f;;f;8005586;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13457;Sinzheim;sinzheim;8069229;;48.759936;8.158591;;f;DE;f;Europe/Berlin;t;;;f;;f;8005587;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13458;Sinzheim Nord;sinzheim-nord;8069228;;48.770534;8.169495;;f;DE;f;Europe/Berlin;t;;;f;;f;8005588;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13459;Solingen-Schaberg;solingen-schaberg;8008460;;51.163202;7.128185;;f;DE;f;Europe/Berlin;t;;;f;;f;8005590;t;;f;;f;;f;;;;f;;f;;f;;f;DESSG;f;f;;;;;;;;;;;;;;;;;;
13460;Solms;solms;8011429;;50.545589;8.406693;;f;DE;f;Europe/Berlin;t;;;f;;f;8005592;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13461;Solnhofen;solnhofen;8020371;;48.891987;10.993987;;f;DE;f;Europe/Berlin;t;;;f;;f;8005593;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13462;Soltau Nord;soltau-nord;8001017;;53.001361;9.861013;;f;DE;f;Europe/Berlin;t;;;f;;f;8005594;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13463;Solingen Grünewald;solingen-grunewald;8061110;;51.163597;7.081324;;f;DE;f;Europe/Berlin;t;;;f;;f;8005597;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13464;Solingen Mitte;solingen-mitte;8061108;;51.165737;7.088713;;f;DE;f;Europe/Berlin;t;;;f;;f;8005598;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;ゾーリンゲン;졸링겐;;;Золинген;;;索林根
13465;Sondern;sondern;8008343;;51.072348;7.84218;;f;DE;f;Europe/Berlin;t;;;f;;f;8005600;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13466;Sondernach;sondernach;8084734;;48.366963;9.618853;;f;DE;f;Europe/Berlin;t;;;f;;f;8005601;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13467;Sondernheim;sondernheim;8019098;;49.194978;8.360273;;f;DE;f;Europe/Berlin;t;;;f;;f;8005602;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13468;Sontheim (Schwab);sontheim-schwab;8002273;;48.012168;10.34537;;f;DE;f;Europe/Berlin;t;;;f;;f;8005607;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13469;Sontra;sontra;8005450;;51.07215;9.930931;;f;DE;f;Europe/Berlin;t;;;f;;f;8005610;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13470;Sottrum;sottrum;8001240;;53.101321;9.250043;;f;DE;f;Europe/Berlin;t;;;f;;f;8005613;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13471;Soyen;soyen;8020189;;48.108083;12.209742;;f;DE;f;Europe/Berlin;t;;;f;;f;8005614;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13472;Spaichingen Mitte;spaichingen-mitte;8080302;;48.078499;8.730422;;f;DE;f;Europe/Berlin;t;;;f;;f;8005617;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13473;Spay;spay;8019028;;50.255543;7.645469;;f;DE;f;Europe/Berlin;t;;;f;;f;8005622;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13474;Speele;speele;8005355;;51.37746;9.56356;;f;DE;f;Europe/Berlin;t;;;f;;f;8005623;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
13475;Speikern;speikern;8022313;;49.528639;11.336988;;f;DE;f;Europe/Berlin;t;;;f;;f;8005625;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
